Sample_ID,Truck_Mass_t,Vehicles_Per_Day,Steel_Yield_Strength_MPa,Stress_Amplitude_MPa,SN_Coefficient_C,SN_Exponent_m,Cycles_Per_Day
2536,33.63,4108,338.1,110.69,9.67458E+11,3.171,8216
2537,30.83,4301,388.8,102.73,1.42149E+12,2.635,8602
2538,36.18,4140,338,72.92,1.13095E+12,3.38,8280
2539,34.59,4224,340.5,113.78,8.73948E+11,2.856,8448
2540,24.8,4185,388.6,106.01,9.49634E+11,2.914,8370
2541,30.13,4277,366,119.24,9.91458E+11,2.793,8554
2542,27.95,4149,378.5,116.53,1.25024E+12,2.908,8298
2543,31.71,4287,325,99.68,7.98219E+11,3.171,8574
2544,30.17,4176,309.5,98.3,9.81888E+11,2.798,8352
2545,29.11,4245,362.2,67.91,1.02824E+12,2.895,8490
2546,33.22,4306,370.8,110.75,8.37259E+11,2.92,8612
2547,29.33,4214,361.9,53.14,9.85877E+11,2.659,8428
2548,33.36,4144,374.8,74.99,9.41752E+11,2.851,8288
2549,29.18,4197,389.6,117.55,7.55E+11,3.117,8394
2550,28.03,4203,358,108.52,1.03374E+12,3.27,8406
2551,34.5,4151,372.9,106.08,1.02963E+12,2.759,8302
2552,34.68,4208,323.5,108.86,9.00115E+11,3.106,8416
2553,36.41,4241,379.6,74.48,9.8688E+11,3.158,8482
2554,32.75,4338,361.8,73.41,9.39887E+11,2.631,8676
2555,27.71,4229,351.3,81.51,1.01247E+12,3.192,8458
2556,30.12,4189,350.9,102.22,1.03474E+12,2.804,8378
2557,29.93,4203,392.2,102.58,1.0037E+12,2.726,8406
2558,18.46,4102,322.6,79.3,1.01343E+12,3.102,8204
2559,22.26,4227,344.7,102.98,1.02042E+12,3.169,8454
2560,38.12,4345,363.3,99.19,8.67076E+11,2.909,8690
2561,28.63,4179,323.8,82.79,1.22242E+12,3.248,8358
2562,11.91,4251,348,102.33,9.76574E+11,3.146,8502
2563,28.27,4311,305.5,103.63,1.06445E+12,3.101,8622
2564,29.94,4297,367.6,136.3,1.04068E+12,2.957,8594
2565,21.62,4187,366.5,84.12,1.13783E+12,2.953,8374
2566,42.6,4120,406.3,116.78,1.08369E+12,3.296,8240
2567,35.72,4068,322,94.62,8.59839E+11,2.677,8136
2568,33.84,4152,352.8,97.13,1.11924E+12,3.022,8304
2569,27.84,4248,349.7,98.77,9.43601E+11,3.078,8496
2570,31.86,4165,393.7,86.41,9.73034E+11,2.679,8330
2571,34.02,4210,342.6,76.59,1.09421E+12,2.876,8420
2572,31.82,4092,374.3,113.96,1.26157E+12,2.896,8184
2573,24.96,4186,299.3,78.24,9.96003E+11,3.116,8372
2574,30.1,4203,377.2,84.28,9.27128E+11,2.913,8406
2575,29.75,4140,336.6,107.09,1.06214E+12,2.865,8280
2576,30.7,4240,339.9,112.99,1.25851E+12,2.736,8480
2577,22.72,4260,379,107.94,1.00887E+12,2.484,8520
2578,30.51,4217,348.1,94.83,1.09585E+12,3.012,8434
2579,28.95,4223,349.5,135.03,9.08907E+11,3.013,8446
2580,30.34,4133,346.4,82.33,1.06053E+12,3.272,8266
2581,30.12,4117,361.7,77.61,9.52852E+11,3.373,8234
2582,20.3,4200,373.8,95.48,9.53014E+11,3.181,8400
2583,34.02,4223,352.6,71.03,1.01406E+12,2.499,8446
2584,33.37,4264,337.6,93.49,1.08188E+12,3.487,8528
2585,20.86,4260,331.5,76.82,8.39479E+11,3.174,8520
2586,28.31,4314,354.7,101.03,1.10688E+12,3.162,8628
2587,23.78,4212,358.9,73.08,6.60394E+11,2.654,8424
2588,26.15,4228,383.6,94.35,8.68202E+11,2.817,8456
2589,34.85,4280,364.7,80.63,1.02564E+12,2.953,8560
2590,32.02,4320,306.3,79.65,1.18826E+12,3.078,8640
2591,40.68,4196,372.9,119.34,8.57192E+11,3.16,8392
2592,29.37,4130,276.9,97.11,9.95779E+11,3.018,8260
2593,22.11,4216,357.1,108.73,1.06333E+12,2.933,8432
2594,29.48,4178,368.9,70.16,1.0926E+12,2.858,8356
2595,14.17,4100,353.2,93.25,5.96972E+11,3.074,8200
2596,39.42,4153,345.1,94.49,9.28668E+11,3.189,8306
2597,30.31,4150,364.7,118.98,1.09292E+12,2.977,8300
2598,31.4,4192,383.8,92.15,9.12795E+11,2.7,8384
2599,29.62,4123,353.4,97.53,1.3023E+12,2.982,8246
2600,23.6,4133,350.5,72.93,1.15919E+12,3.385,8266
2601,27.96,4192,338.2,107.23,1.38063E+12,3.529,8384
2602,23.97,4090,333.9,85.36,1.06055E+12,3.08,8180
2603,25.59,4253,337,80.4,1.22193E+12,3.184,8506
2604,30.6,4295,408.4,80.12,7.64733E+11,2.964,8590
2605,21.39,4178,344.5,71.65,9.74117E+11,3.491,8356
2606,38.39,4230,370.5,74.04,9.69207E+11,3.002,8460
2607,22.17,4227,373.6,76.14,1.06124E+12,2.961,8454
2608,33.5,4230,365,93.58,1.04922E+12,3.187,8460
2609,24.69,4153,343.6,92.7,1.1866E+12,2.681,8306
2610,21.05,4170,373.6,90.16,9.51385E+11,3.354,8340
2611,30.76,4194,368.5,104.49,9.27734E+11,2.724,8388
2612,29.42,4206,348.7,83.6,1.11721E+12,2.884,8412
2613,27.06,4000,384.7,149.26,7.35539E+11,3.072,8000
2614,28.03,4156,381.7,94.39,1.20549E+12,3.079,8312
2615,24.63,4149,343.7,120.31,1.06312E+12,3.166,8298
2616,30.87,4192,388.1,81.87,7.05035E+11,3.209,8384
2617,25.44,4373,386.2,81.54,9.77529E+11,3.333,8746
2618,28.42,4167,390,77.44,8.54232E+11,3.004,8334
2619,34.91,4351,335,90.22,8.67952E+11,3.256,8702
2620,20.35,4249,294.1,84.8,1.00645E+12,2.795,8498
2621,24.83,4210,381.6,102.85,8.84678E+11,3.536,8420
2622,24.18,4105,365,98.55,1.15418E+12,2.7,8210
2623,23.44,4135,324.1,67.54,1.06171E+12,3.163,8270
2624,20.14,4344,310.2,70.17,9.17316E+11,3.193,8688
2625,26.53,4238,348.4,97.16,1.14678E+12,3.188,8476
2626,29.06,4211,310.3,143.17,1.07262E+12,2.835,8422
2627,27.46,4214,359.8,102.21,9.03434E+11,2.745,8428
2628,18.59,4183,384,91.98,1.09552E+12,2.917,8366
2629,32.17,4230,355.6,113.83,9.75921E+11,3.175,8460
2630,32.31,4194,355.2,101.75,1.17017E+12,2.963,8388
2631,28.52,4135,335.6,90.16,9.67382E+11,3.124,8270
2632,22.13,4135,328.1,114.75,1.20704E+12,3.164,8270
2633,22.97,4243,359.7,91.5,9.17431E+11,2.64,8486
2634,39.69,4156,371.7,90,1.01146E+12,2.945,8312
2635,38.34,4185,337.4,100.42,1.16651E+12,2.856,8370
2636,30.89,4102,346.3,80.08,9.52531E+11,2.838,8204
2637,22.61,4272,351.3,86.36,1.07429E+12,3.127,8544
2638,35.57,4120,342,73.12,1.08633E+12,3.131,8240
2639,29.1,4148,359.2,115.11,1.15592E+12,2.745,8296
2640,38.03,4230,324.3,82.1,1.01798E+12,2.838,8460
2641,24.62,4186,366.2,88.65,1.18298E+12,3.161,8372
2642,30.83,4089,366.3,77.13,9.73218E+11,2.913,8178
2643,26.78,4226,358.8,108.93,1.06969E+12,3.271,8452
2644,32.51,4242,293.5,111.79,7.93569E+11,3.329,8484
2645,24.25,4204,355.8,94.27,1.18536E+12,2.739,8408
2646,33.5,4266,331.6,77.66,7.93622E+11,3.187,8532
2647,25.73,4190,357.9,98.86,1.09821E+12,3.043,8380
2648,22.71,4124,363.4,150.61,8.50955E+11,2.9,8248
2649,31.41,4243,320.1,140.75,8.51353E+11,3.218,8486
2650,29.42,4237,389.8,129.15,9.00824E+11,2.778,8474
2651,15.41,4091,366.7,121.34,8.25097E+11,3.262,8182
2652,27.77,4119,382.5,103.26,1.22174E+12,3.028,8238
2653,28.63,4132,370.9,130.7,8.95145E+11,3.138,8264
2654,29.12,4225,369.3,95.09,9.67292E+11,3.02,8450
2655,40.22,4190,363.2,66.66,1.12383E+12,3.198,8380
2656,24.17,4110,332.2,119.94,9.34544E+11,3.021,8220
2657,27.91,4253,363.4,156.37,8.43886E+11,3.442,8506
2658,17.87,4231,369.2,88.08,1.0642E+12,3.046,8462
2659,19.31,4168,346.1,160.36,8.01931E+11,2.831,8336
2660,24.59,4266,388.9,93.17,1.02793E+12,3.073,8532
2661,27.22,4298,381.4,117.54,1.24149E+12,2.6,8596
2662,26.83,4158,356,79.44,1.2613E+12,2.842,8316
2663,31.8,4222,344.1,138.05,9.09856E+11,2.89,8444
2664,32.37,4337,374.8,82.2,1.10404E+12,3.175,8674
2665,34.03,4245,409.5,80.7,1.07231E+12,2.94,8490
2666,27.02,4230,391.7,71.44,9.71815E+11,2.652,8460
2667,30.94,4240,324.3,133.17,1.10395E+12,3.163,8480
2668,23.71,4119,331.7,112.33,8.57421E+11,2.981,8238
2669,30.16,4266,342.1,78.66,9.66427E+11,3.122,8532
2670,30.88,4211,379.2,93.11,9.70518E+11,2.994,8422
2671,25,4135,380.2,116.15,1.06991E+12,3.092,8270
2672,8.76,4195,337.3,102.24,1.03241E+12,3.084,8390
2673,24.1,4119,360.3,91.02,1.04623E+12,2.962,8238
2674,43.39,4227,335.1,70.15,8.18154E+11,3.176,8454
2675,27.41,4172,329.4,52.42,1.177E+12,2.914,8344
2676,24.18,4211,357.8,67.16,1.03772E+12,3.172,8422
2677,28.63,4225,347.5,72.99,9.21726E+11,3.177,8450
2678,34.66,4278,352.4,85.72,1.0328E+12,2.832,8556
2679,29.99,4222,406.3,79.92,8.71367E+11,2.912,8444
2680,26.76,4060,300.3,79.73,1.31324E+12,2.991,8120
2681,20.31,4137,362.6,89.75,8.33889E+11,2.978,8274
2682,26.21,4079,355.2,86.6,7.36287E+11,2.729,8158
2683,20.84,4214,367.8,94.56,8.72726E+11,3.395,8428
2684,30.1,4171,382,74.09,1.09766E+12,2.948,8342
2685,37,4194,387.1,97.75,9.54674E+11,3.018,8388
2686,34.29,4100,351.8,84.5,1.06939E+12,2.993,8200
2687,24.43,4203,375.8,89.61,1.17282E+12,3.108,8406
2688,22.09,4161,339.2,95.67,9.65912E+11,2.82,8322
2689,19.64,4198,352.8,91.99,9.96936E+11,3.038,8396
2690,30.63,4179,334.3,98.67,9.7065E+11,2.889,8358
2691,31.38,4232,368.9,121.75,9.81999E+11,2.921,8464
2692,32.7,4216,360.8,101.79,9.96535E+11,2.733,8432
2693,30,4174,332.6,103.73,1.07494E+12,3.197,8348
2694,20.72,4168,368.6,98.44,1.00194E+12,3.001,8336
2695,16.45,4147,372.8,109.34,9.84305E+11,2.919,8294
2696,34.63,4224,365.9,78.19,9.23325E+11,3.023,8448
2697,22.93,4146,332.6,75.27,1.15518E+12,3.272,8292
2698,39.31,4261,391.9,105.09,1.02386E+12,2.752,8522
2699,15.3,4086,391.3,65.58,6.80198E+11,2.911,8172
2700,21.31,4244,394.8,78.08,1.12603E+12,3.243,8488
2701,22.32,4172,366.6,127.33,8.57785E+11,3.146,8344
2702,29.51,4206,358.6,134.2,8.05648E+11,2.554,8412
2703,31.9,4259,318.1,100.35,1.03779E+12,3.191,8518
2704,24.61,4143,361.5,132.58,9.54522E+11,2.993,8286
2705,31.48,4194,345.8,109.94,8.22532E+11,2.807,8388
2706,20.11,4306,402.3,96.08,6.83858E+11,3.224,8612
2707,24.9,4161,336.6,90.7,1.27678E+12,2.834,8322
2708,20.63,4205,394.7,110.14,8.81318E+11,2.992,8410
2709,24.56,4138,297.7,78.33,1.04368E+12,2.925,8276
2710,24.05,4266,368.4,85.21,1.03836E+12,2.863,8532
2711,29.71,4291,328.2,83.86,9.52689E+11,3.044,8582
2712,48.49,4176,354.4,92.45,1.04141E+12,3.116,8352
2713,19.67,4204,359.9,114.73,9.17001E+11,2.739,8408
2714,26.67,4185,331.5,107.81,6.60722E+11,3.352,8370
2715,31.97,4171,336.1,91.41,1.07064E+12,3.062,8342
2716,28.3,4200,346.1,102.72,9.57079E+11,2.999,8400
2717,36.37,4210,333.2,81.07,7.67944E+11,3.093,8420
2718,21.74,4198,372.3,105.9,9.77259E+11,2.892,8396
2719,32.52,4253,341,121.56,1.02174E+12,3.043,8506
2720,23.18,4181,351.7,89.22,1.19634E+12,3.331,8362
2721,32.78,4293,330.4,78.43,1.20141E+12,2.887,8586
2722,28.87,4189,352.2,57.53,9.58128E+11,3.126,8378
2723,29.35,4191,350,92.18,1.1551E+12,2.803,8382
2724,24.35,4237,377.9,76.39,8.85462E+11,2.591,8474
2725,16.79,4163,397.2,89.26,1.09875E+12,3.042,8326
2726,21.25,4174,338.8,110.39,8.27406E+11,2.882,8348
2727,32.11,4197,360.3,80.03,1.11467E+12,2.576,8394
2728,26.29,4173,349.9,92.22,1.02227E+12,3.254,8346
2729,32.29,4177,349.8,88.61,1.08058E+12,3.127,8354
2730,19.94,4313,374,97.18,1.15134E+12,2.839,8626
2731,31.71,4239,367.5,90.63,9.31571E+11,3.301,8478
2732,33.91,4297,353.3,115.14,1.34134E+12,2.801,8594
2733,14.63,4130,319.1,102.48,1.10556E+12,2.948,8260
2734,29.8,4069,349.9,75.48,1.08993E+12,2.778,8138
2735,39.5,4253,404.7,129.31,1.09996E+12,2.827,8506
2736,23.35,4182,359.5,96.32,9.56195E+11,3.075,8364
2737,33.87,4212,364.9,103.09,9.85793E+11,3.286,8424
2738,28.13,4175,321.4,88.69,1.04978E+12,3.038,8350
2739,33.01,4208,341.8,134.57,1.20922E+12,2.994,8416
2740,25.58,4131,299.4,130.63,9.21446E+11,3.112,8262
2741,23.25,4146,351.2,81.11,1.02678E+12,3.093,8292
2742,25.34,4188,357.5,102.99,8.51494E+11,3.058,8376
2743,25.72,4189,374.2,83.77,6.06987E+11,2.698,8378
2744,24.38,4232,369.2,113.7,7.56371E+11,2.853,8464
2745,22.64,4235,377.8,108.49,6.12864E+11,3.067,8470
2746,34.52,4306,392.3,115.62,1.03513E+12,3.17,8612
2747,24.43,4137,367.8,103.31,9.49034E+11,2.924,8274
2748,20.68,4236,374,92.34,7.89656E+11,3.164,8472
2749,22.3,4113,322.8,103.79,9.42031E+11,3.202,8226
2750,30.84,4182,346.7,118.02,7.10182E+11,2.697,8364
2751,14.55,4155,375.3,89.02,7.03963E+11,2.913,8310
2752,30.91,4240,348.5,86.14,9.76421E+11,2.619,8480
2753,32.2,4218,324.7,53.35,1.08132E+12,2.918,8436
2754,35.57,4065,377,113.28,9.21319E+11,2.879,8130
2755,25.28,4154,325.3,122.59,9.67613E+11,2.925,8308
2756,23.01,4147,353.6,127.73,8.95997E+11,2.925,8294
2757,28.97,4107,393.1,126.89,1.02448E+12,2.567,8214
2758,28.77,4177,343.2,93.61,1.32059E+12,3.161,8354
2759,35.81,4224,355,112.57,9.28774E+11,3.082,8448
2760,28.26,4238,324.5,78.43,1.07798E+12,2.992,8476
2761,25.39,4254,412.1,137.86,1.30087E+12,3.015,8508
2762,19.96,4324,346.2,98.06,9.17988E+11,3.335,8648
2763,26.69,4248,314.4,118.83,1.06128E+12,2.623,8496
2764,28.4,4242,319.9,91.57,1.10796E+12,3.097,8484
2765,35.03,4268,346.3,82.71,8.58667E+11,2.913,8536
2766,28.59,4192,382.8,100.11,6.75541E+11,3.076,8384
2767,36.04,4225,352.3,92.2,9.7386E+11,3.014,8450
2768,35.4,4184,329,106.8,1.17618E+12,2.474,8368
2769,23.37,4182,318.9,95.93,1.04152E+12,2.916,8364
2770,21.13,4174,386.9,77,9.58959E+11,2.798,8348
2771,24.16,4129,330.6,75.32,1.01192E+12,3.12,8258
2772,26.56,4110,337.9,127.88,7.06204E+11,3.154,8220
2773,23.12,4146,342.2,92.18,1.34437E+12,3.064,8292
2774,32.17,4179,339.8,118.01,8.42748E+11,3.095,8358
2775,32.02,4158,353.5,83.96,8.68169E+11,2.945,8316
2776,35.22,4205,349.9,85.8,1.02047E+12,3.325,8410
2777,29.65,4219,342.6,93.07,1.12122E+12,3.236,8438
2778,25.36,4209,385.4,91.19,1.24183E+12,3.195,8418
2779,30.43,4199,367.7,90.55,9.79785E+11,3.485,8398
2780,22.53,4170,322.6,144.12,9.6821E+11,3.014,8340
2781,28.87,4252,357.7,85.26,1.07229E+12,2.811,8504
2782,23.42,4097,364,102.25,1.21017E+12,3.069,8194
2783,34.92,4200,389.3,78.16,9.80161E+11,3.235,8400
2784,12.01,4386,296,103.7,1.09907E+12,3.113,8772
2785,33.07,4155,362,134.15,1.05169E+12,2.796,8310
2786,33.29,4250,351.3,93.15,7.18959E+11,3.195,8500
2787,27.75,4233,321.9,136.62,9.21147E+11,2.739,8466
2788,30.02,4132,359.1,105.31,7.63286E+11,2.684,8264
2789,29.22,4210,367.5,119.71,1.09025E+12,3.219,8420
2790,35.76,4178,357.4,86.69,1.06634E+12,3.023,8356
2791,37.92,4255,368.7,96.41,1.02773E+12,2.865,8510
2792,28.06,4124,348.1,124.68,1.01517E+12,2.68,8248
2793,37.8,4175,344,95.84,1.07066E+12,3.145,8350
2794,24.14,4202,367.7,74.76,9.57931E+11,2.462,8404
2795,30.49,4061,359.3,113.11,8.22557E+11,3.038,8122
2796,30.63,4101,301.7,60.97,7.56104E+11,2.845,8202
2797,20.43,4152,344.1,102.76,1.19227E+12,3.209,8304
2798,29.97,4139,375.2,91.76,8.37959E+11,2.796,8278
2799,24,4238,350.9,127.88,7.57348E+11,3.009,8476
2800,32.77,4127,355.4,92.83,9.46307E+11,2.984,8254
2801,22.67,4170,330,117.51,1.36485E+12,3.069,8340
2802,17.36,4270,361.3,94.3,1.13026E+12,3.03,8540
2803,20.2,4227,383.7,119.47,1.10707E+12,3.133,8454
2804,28.13,4227,367.3,104.57,8.70229E+11,3.048,8454
2805,29.87,4272,323.4,128.25,1.08819E+12,3.063,8544
2806,30.04,4249,383.3,86.77,8.41188E+11,3.331,8498
2807,23.42,4185,334.7,74.91,9.95863E+11,3.045,8370
2808,32.73,4215,373.3,84.18,1.25354E+12,3.037,8430
2809,24.71,4205,380,110.59,9.27503E+11,3.321,8410
2810,26.67,4138,368.8,97.71,8.77459E+11,3.097,8276
2811,33.88,4164,328.6,77.09,1.07744E+12,2.819,8328
2812,27.03,4204,312.5,91.12,1.00215E+12,2.887,8408
2813,16.73,4174,346.7,90.24,7.56211E+11,2.999,8348
2814,32.28,4388,322.3,77.23,9.98397E+11,3.192,8776
2815,28,4161,363,72.05,9.07451E+11,2.858,8322
2816,25.68,4223,444.5,86.57,1.07628E+12,2.781,8446
2817,35.72,4164,348.2,84.79,9.10938E+11,3.376,8328
2818,24.22,4332,388.2,114.5,1.08568E+12,3.042,8664
2819,31.91,4212,374.4,72.35,1.14954E+12,3.377,8424
2820,28.8,4307,312.3,110.18,1.03961E+12,3.096,8614
2821,43.58,4205,361,79.77,1.13177E+12,3.062,8410
2822,17.2,4103,314,75.36,1.26797E+12,3.036,8206
2823,29.17,4203,384.1,90.37,7.57557E+11,3.054,8406
2824,30.07,4185,329.1,84.68,9.60175E+11,3.152,8370
2825,34.58,4202,344.9,92.83,1.34245E+12,2.996,8404
2826,25.47,4110,352,105.39,8.95238E+11,3.076,8220
2827,24.18,4214,358.4,83.81,7.91726E+11,2.857,8428
2828,36.33,4247,365.2,83.98,9.77009E+11,2.684,8494
2829,25.43,4265,357.5,82.23,1.15828E+12,3.049,8530
2830,29.66,4208,342.1,80.74,9.22043E+11,3.096,8416
2831,27.68,4159,326.6,112.31,1.09428E+12,2.769,8318
2832,30.28,4238,339.6,111.42,1.14118E+12,3.093,8476
2833,19.91,4229,308.3,99.05,9.44012E+11,3,8458
2834,24.74,4224,360.7,105.75,1.02425E+12,3.412,8448
2835,27.65,4148,324.3,120.14,1.12054E+12,2.793,8296
2836,28.63,4187,324.9,110.37,8.39376E+11,2.993,8374
2837,34.56,4199,337.5,89.08,1.07948E+12,3.013,8398
2838,31.04,4124,368.6,102.71,1.22197E+12,2.984,8248
2839,31.44,4250,342.8,105.68,1.03817E+12,3.022,8500
2840,27.65,4294,385,94.36,8.27676E+11,3.096,8588
2841,35.53,4203,308.1,87.36,1.0212E+12,3.089,8406
2842,24.34,4185,353.4,110.04,1.16717E+12,3.001,8370
2843,27.41,4115,341.6,103.47,1.06476E+12,2.846,8230
2844,19.06,4217,362,92.23,1.01054E+12,2.89,8434
2845,21.69,4185,340.1,100.67,7.12265E+11,3.052,8370
2846,33.07,4199,335.3,90.9,1.11112E+12,3.032,8398
2847,27.69,4162,416.6,73.19,1.06955E+12,2.939,8324
2848,16.86,4165,354,104.41,8.58472E+11,3.028,8330
2849,27.71,4174,313.8,108.16,9.0118E+11,3.141,8348
2850,26.56,4240,330.6,96.1,9.89126E+11,3.283,8480
2851,21.17,4104,340.5,118.04,1.15411E+12,2.922,8208
2852,29.97,4270,326.3,103.99,1.34932E+12,3.131,8540
2853,26.35,4119,362.9,94.73,8.88528E+11,3.087,8238
2854,28.02,4201,331.7,62.95,8.72475E+11,2.935,8402
2855,33.62,4314,393.9,75.79,9.53744E+11,3.012,8628
2856,24.27,4279,340.8,99.91,1.18136E+12,2.979,8558
2857,34.42,4249,360.4,134.18,8.06682E+11,3.42,8498
2858,26.35,4301,352.7,80.64,9.14498E+11,3.075,8602
2859,26.42,4155,346.9,77.47,9.58943E+11,3.176,8310
2860,35.68,4198,346.4,99.45,1.11191E+12,2.818,8396
2861,30.23,4193,330.5,82.56,8.34617E+11,2.952,8386
2862,25.52,4261,359.4,86.51,1.20945E+12,2.791,8522
2863,27.24,4280,375.7,132.11,1.00539E+12,2.782,8560
2864,29.24,4245,333.4,65.21,8.66098E+11,2.99,8490
2865,19.24,4352,368.6,99.74,1.11025E+12,2.799,8704
2866,31.95,4191,328.3,81,7.16242E+11,2.846,8382
2867,27.93,4155,352.2,93.39,1.14505E+12,2.954,8310
2868,20.2,4124,379.3,89.95,1.06536E+12,2.896,8248
2869,22.3,4347,312.1,82.62,1.06163E+12,3.275,8694
2870,33.13,4191,394,87.27,9.30995E+11,3.132,8382
2871,20.37,4330,339.8,92.39,9.38934E+11,2.842,8660
2872,40.82,4172,406.8,114.57,1.27091E+12,2.816,8344
2873,21.55,4207,369.8,76.97,8.01225E+11,2.739,8414
2874,29.18,4209,360.7,71.52,9.56505E+11,3.185,8418
2875,12.63,4052,318.1,93.01,9.22279E+11,2.698,8104
2876,27.5,4267,302.9,115.82,1.16458E+12,3.167,8534
2877,24.79,4205,380.4,118.03,6.03512E+11,3.119,8410
2878,30.81,4291,351.7,65.98,8.6167E+11,3.016,8582
2879,29.06,4165,395.4,90.6,1.00105E+12,3.154,8330
2880,25.89,4250,362,100.55,1.16372E+12,3.298,8500
2881,40.78,4168,347.8,92.71,7.68666E+11,2.796,8336
2882,32.5,4273,337.8,78.95,1.10122E+12,2.952,8546
2883,23.48,4227,391,94.41,1.04007E+12,3.113,8454
2884,29.95,4175,373.6,97.68,1.01653E+12,3.07,8350
2885,10.55,4132,345.4,85.37,1.12257E+12,3.082,8264
2886,24.34,4142,353.2,98.07,8.48997E+11,3.021,8284
2887,35.28,4203,369.1,77.5,1.18356E+12,3.019,8406
2888,24.48,4184,304.5,89.94,1.23459E+12,2.789,8368
2889,28.67,4263,403,96.45,1.07627E+12,3.16,8526
2890,20.88,4252,362.8,104.87,1.08966E+12,2.971,8504
2891,32.5,4262,391.2,107.36,1.15741E+12,2.936,8524
2892,28.49,4156,337,82.38,9.55641E+11,2.91,8312
2893,27.77,4352,311.7,107.28,8.33924E+11,3.15,8704
2894,33.38,4115,295,101.5,8.46356E+11,3.198,8230
2895,37.58,4286,332,97.88,9.67535E+11,2.852,8572
2896,32.54,4284,347.8,90.3,1.25482E+12,3.208,8568
2897,17.36,4211,361.7,89.89,1.01673E+12,2.807,8422
2898,30.12,4125,378.5,114.12,9.77996E+11,2.755,8250
2899,29.32,4181,361,129.33,1.06536E+12,2.822,8362
2900,20.86,4180,397.3,75.23,1.31286E+12,2.834,8360
2901,18.04,4234,394.7,127.23,1.10332E+12,3.141,8468
2902,25.26,4151,344.3,77.75,8.37393E+11,2.882,8302
2903,25.9,4133,407.2,89.19,9.8143E+11,3.229,8266
2904,27.29,4171,347.1,83.42,1.07756E+12,3.031,8342
2905,23.28,4181,365.7,81.01,7.34463E+11,3.271,8362
2906,28.61,4239,375.7,98.46,1.03681E+12,3.306,8478
2907,29.43,4187,358.4,104.03,9.20176E+11,3.01,8374
2908,25.93,4206,342.6,88.81,1.12574E+12,3.102,8412
2909,29.96,4199,325.6,92.14,1.16728E+12,2.853,8398
2910,24.13,4235,383.1,116,8.93651E+11,3.223,8470
2911,18.22,4274,334,79.1,1.08114E+12,2.949,8548
2912,27.6,4208,363,118.43,8.30358E+11,2.886,8416
2913,32.92,4228,344,115.23,1.15331E+12,2.999,8456
2914,43.82,4176,382.9,100.87,1.00939E+12,3.088,8352
2915,14.88,4239,360.2,80.3,8.45452E+11,3.069,8478
2916,24.61,4161,325.3,110.14,9.97582E+11,3.067,8322
2917,22.38,4260,354.2,93.28,9.94438E+11,2.944,8520
2918,29.25,4119,283,97.44,1.01943E+12,3.106,8238
2919,22.37,4202,380.4,73.36,9.82618E+11,2.797,8404
2920,28.39,4262,410.5,77.04,1.12476E+12,3.439,8524
2921,33.57,4075,361.9,75.92,1.2277E+12,3.129,8150
2922,23.15,4139,351,86.43,7.11352E+11,3.004,8278
2923,27.21,4258,379.8,83.48,9.6132E+11,2.862,8516
2924,37.35,4218,328.1,77.89,7.81459E+11,3.306,8436
2925,32.96,4167,339,116.68,9.00787E+11,3.306,8334
2926,17.95,4299,372.3,69.08,1.03173E+12,2.624,8598
2927,40.1,4249,328,93.23,1.05448E+12,2.963,8498
2928,23.58,4171,291.9,74.27,9.70904E+11,3.1,8342
2929,29.49,4083,380.7,105.87,8.66681E+11,2.869,8166
2930,25.2,4245,341.2,91.7,9.59648E+11,2.892,8490
2931,24.95,4234,327.9,106.83,8.27748E+11,3.218,8468
2932,23.53,4212,389.7,123.4,8.49744E+11,3.057,8424
2933,31.41,4279,353.2,104.12,9.87885E+11,3.058,8558
2934,23.04,4060,386,135.54,9.59017E+11,2.595,8120
2935,20.14,4299,362.3,86.44,1.20276E+12,3.088,8598
2936,24.28,4266,343,98.27,9.2915E+11,3.107,8532
2937,27.69,4116,400.9,132.19,1.01146E+12,2.69,8232
2938,15.67,4115,290,100.18,7.15986E+11,2.829,8230
2939,32.46,4212,386.9,80.47,8.45532E+11,2.84,8424
2940,23.4,4192,354.6,98.84,9.27084E+11,2.733,8384
2941,32.05,4236,387.2,74.8,1.08745E+12,2.943,8472
2942,36,4182,337,114,1.22111E+12,3.077,8364
2943,29.6,4173,337.2,98.4,9.11146E+11,3.157,8346
2944,30.92,4236,350.4,97.05,9.55064E+11,3.027,8472
2945,25.02,4159,401.3,67.47,1.10546E+12,3.223,8318
2946,23.7,4082,379.7,98.73,8.36516E+11,3.174,8164
2947,16.35,4040,341.2,80.7,1.2782E+12,2.849,8080
2948,26.57,4216,332,99.96,1.32647E+12,2.986,8432
2949,24.45,4164,392.1,116.97,9.19319E+11,2.752,8328
2950,13.52,4283,382.7,67.84,1.20357E+12,2.977,8566
2951,29.36,4175,346,86.82,1.1456E+12,3.218,8350
2952,36.83,4179,351.5,111.62,9.80494E+11,3.072,8358
2953,30.14,4041,392.9,94.12,1.05646E+12,2.964,8082
2954,34.7,4144,297.9,88.48,1.2345E+12,3.136,8288
2955,26.12,4242,376.1,87.37,9.745E+11,2.834,8484
2956,21.64,4202,327.2,94.07,9.31714E+11,2.747,8404
2957,28.12,4143,361.7,79.84,1.1619E+12,2.636,8286
2958,25.66,4288,381.3,103.89,8.20945E+11,2.902,8576
2959,20.93,4161,308.6,125.83,7.70528E+11,3.262,8322
2960,33.93,4184,390.9,92.52,1.14306E+12,2.952,8368
